"V1","results.id","results.vote_count","results.vote_average","results.popularity","results.release_date","Month","Year","key"
12,271110,14305,7.4,42.638,"2016-04-27","Jan",2017,"271110_Jan_2017"
28,271110,14305,7.4,42.638,"2016-04-27","Jan",2017,"271110_Jan_2017"
878,271110,14305,7.4,42.638,"2016-04-27","Jan",2017,"271110_Jan_2017"
53,324552,6107,7,35.805,"2017-02-08","Jan",2017,"324552_Jan_2017"
28,324552,6107,7,35.805,"2017-02-08","Jan",2017,"324552_Jan_2017"
80,324552,6107,7,35.805,"2017-02-08","Jan",2017,"324552_Jan_2017"
53,156022,5082,7.2,31.718,"2014-09-24","Jan",2017,"156022_Jan_2017"
28,156022,5082,7.2,31.718,"2014-09-24","Jan",2017,"156022_Jan_2017"
80,156022,5082,7.2,31.718,"2014-09-24","Jan",2017,"156022_Jan_2017"
878,131631,10239,6.8,30.152,"2014-11-18","Jan",2017,"131631_Jan_2017"
12,131631,10239,6.8,30.152,"2014-11-18","Jan",2017,"131631_Jan_2017"
53,131631,10239,6.8,30.152,"2014-11-18","Jan",2017,"131631_Jan_2017"
18,381284,4820,8,29.488,"2016-12-10","Jan",2017,"381284_Jan_2017"
36,381284,4820,8,29.488,"2016-12-10","Jan",2017,"381284_Jan_2017"
27,381288,10549,7.2,29.142,"2017-01-19","Jan",2017,"381288_Jan_2017"
53,381288,10549,7.2,29.142,"2017-01-19","Jan",2017,"381288_Jan_2017"
18,329865,10540,7.4,24.335,"2016-11-10","Jan",2017,"329865_Jan_2017"
878,329865,10540,7.4,24.335,"2016-11-10","Jan",2017,"329865_Jan_2017"
9648,329865,10540,7.4,24.335,"2016-11-10","Jan",2017,"329865_Jan_2017"
9648,419430,8962,7.5,23.213,"2017-02-24","Jan",2017,"419430_Jan_2017"
53,419430,8962,7.5,23.213,"2017-02-24","Jan",2017,"419430_Jan_2017"
27,419430,8962,7.5,23.213,"2017-02-24","Jan",2017,"419430_Jan_2017"
18,324786,6750,8.1,22.839,"2016-10-07","Jan",2017,"324786_Jan_2017"
36,324786,6750,8.1,22.839,"2016-10-07","Jan",2017,"324786_Jan_2017"
10752,324786,6750,8.1,22.839,"2016-10-07","Jan",2017,"324786_Jan_2017"
16,313297,2074,7.7,22.467,"2016-08-18","Jan",2017,"313297_Jan_2017"
12,313297,2074,7.7,22.467,"2016-08-18","Jan",2017,"313297_Jan_2017"
10751,313297,2074,7.7,22.467,"2016-08-18","Jan",2017,"313297_Jan_2017"
10749,372058,4291,8.6,21.724,"2016-08-26","Jan",2017,"372058_Jan_2017"
16,372058,4291,8.6,21.724,"2016-08-26","Jan",2017,"372058_Jan_2017"
18,372058,4291,8.6,21.724,"2016-08-26","Jan",2017,"372058_Jan_2017"
28,311324,2820,5.8,21.286,"2016-12-16","Jan",2017,"311324_Jan_2017"
12,311324,2820,5.8,21.286,"2016-12-16","Jan",2017,"311324_Jan_2017"
14,311324,2820,5.8,21.286,"2016-12-16","Jan",2017,"311324_Jan_2017"
35,313369,10213,7.9,21.169,"2016-11-29","Jan",2017,"313369_Jan_2017"
18,313369,10213,7.9,21.169,"2016-11-29","Jan",2017,"313369_Jan_2017"
10749,313369,10213,7.9,21.169,"2016-11-29","Jan",2017,"313369_Jan_2017"
18,334543,3922,8.2,21.167,"2016-11-24","Jan",2017,"334543_Jan_2017"
28,43074,3852,5.4,21.118,"2016-07-14","Jan",2017,"43074_Jan_2017"
14,43074,3852,5.4,21.118,"2016-07-14","Jan",2017,"43074_Jan_2017"
35,43074,3852,5.4,21.118,"2016-07-14","Jan",2017,"43074_Jan_2017"
10749,398818,5107,8.3,20.033,"2017-09-01","Jan",2017,"398818_Jan_2017"
18,398818,5107,8.3,20.033,"2017-09-01","Jan",2017,"398818_Jan_2017"
18,28468,111,4.8,19.345,"1983-10-18","Jan",2017,"28468_Jan_2017"
10749,28468,111,4.8,19.345,"1983-10-18","Jan",2017,"28468_Jan_2017"
18,769,5752,8.4,18.63,"1990-09-12","Jan",2017,"769_Jan_2017"
80,769,5752,8.4,18.63,"1990-09-12","Jan",2017,"769_Jan_2017"
9648,411088,1740,8.2,18.402,"2016-09-22","Jan",2017,"411088_Jan_2017"
80,411088,1740,8.2,18.402,"2016-09-22","Jan",2017,"411088_Jan_2017"
53,411088,1740,8.2,18.402,"2016-09-22","Jan",2017,"411088_Jan_2017"
18,376867,4010,7.4,18.114,"2016-10-21","Jan",2017,"376867_Jan_2017"
80,395834,2495,7.4,18.044,"2017-08-03","Jan",2017,"395834_Jan_2017"
18,395834,2495,7.4,18.044,"2017-08-03","Jan",2017,"395834_Jan_2017"
9648,395834,2495,7.4,18.044,"2017-08-03","Jan",2017,"395834_Jan_2017"
53,395834,2495,7.4,18.044,"2017-08-03","Jan",2017,"395834_Jan_2017"
28,47971,2489,5.6,17.375,"2017-01-13","Jan",2017,"47971_Jan_2017"
12,47971,2489,5.6,17.375,"2017-01-13","Jan",2017,"47971_Jan_2017"
80,47971,2489,5.6,17.375,"2017-01-13","Jan",2017,"47971_Jan_2017"
12,333484,3691,6.2,16.674,"2016-09-14","Jan",2017,"333484_Jan_2017"
28,333484,3691,6.2,16.674,"2016-09-14","Jan",2017,"333484_Jan_2017"
37,333484,3691,6.2,16.674,"2016-09-14","Jan",2017,"333484_Jan_2017"
9648,324560,483,7.1,16.498,"2016-03-12","Jan",2017,"324560_Jan_2017"
53,324560,483,7.1,16.498,"2016-03-12","Jan",2017,"324560_Jan_2017"
37,324560,483,7.1,16.498,"2016-03-12","Jan",2017,"324560_Jan_2017"
80,302946,3442,6.9,16.397,"2016-10-13","Jan",2017,"302946_Jan_2017"
53,302946,3442,6.9,16.397,"2016-10-13","Jan",2017,"302946_Jan_2017"
18,302946,3442,6.9,16.397,"2016-10-13","Jan",2017,"302946_Jan_2017"
28,346672,2341,5.5,16.358,"2016-11-24","Jan",2017,"346672_Jan_2017"
14,346672,2341,5.5,16.358,"2016-11-24","Jan",2017,"346672_Jan_2017"
27,346672,2341,5.5,16.358,"2016-11-24","Jan",2017,"346672_Jan_2017"
18,346672,2341,5.5,16.358,"2016-11-24","Jan",2017,"346672_Jan_2017"
18,296524,2659,6.7,15.191,"2016-09-29","Jan",2017,"296524_Jan_2017"
28,296524,2659,6.7,15.191,"2016-09-29","Jan",2017,"296524_Jan_2017"
18,363676,4004,7.1,14.986,"2016-09-07","Jan",2017,"363676_Jan_2017"
36,363676,4004,7.1,14.986,"2016-09-07","Jan",2017,"363676_Jan_2017"
18,258230,1946,7.1,14.72,"2016-10-07","Jan",2017,"258230_Jan_2017"
14,258230,1946,7.1,14.72,"2016-10-07","Jan",2017,"258230_Jan_2017"
53,254320,2981,6.9,14.68,"2015-07-10","Jan",2017,"254320_Jan_2017"
35,254320,2981,6.9,14.68,"2015-07-10","Jan",2017,"254320_Jan_2017"
18,254320,2981,6.9,14.68,"2015-07-10","Jan",2017,"254320_Jan_2017"
10749,254320,2981,6.9,14.68,"2015-07-10","Jan",2017,"254320_Jan_2017"
878,254320,2981,6.9,14.68,"2015-07-10","Jan",2017,"254320_Jan_2017"
18,310307,2142,7,14.663,"2016-09-13","Jan",2017,"310307_Jan_2017"
36,310307,2142,7,14.663,"2016-09-13","Jan",2017,"310307_Jan_2017"
18,380111,107,6.9,14.54,"2016-04-21","Jan",2017,"380111_Jan_2017"
28,380111,107,6.9,14.54,"2016-04-21","Jan",2017,"380111_Jan_2017"
16,335797,4376,6.9,14.306,"2016-11-23","Jan",2017,"335797_Jan_2017"
35,335797,4376,6.9,14.306,"2016-11-23","Jan",2017,"335797_Jan_2017"
18,335797,4376,6.9,14.306,"2016-11-23","Jan",2017,"335797_Jan_2017"
10751,335797,4376,6.9,14.306,"2016-11-23","Jan",2017,"335797_Jan_2017"
80,241239,800,6.6,14.086,"2014-12-30","Jan",2017,"241239_Jan_2017"
18,241239,800,6.6,14.086,"2014-12-30","Jan",2017,"241239_Jan_2017"
53,241239,800,6.6,14.086,"2014-12-30","Jan",2017,"241239_Jan_2017"
28,369885,2816,6.7,14.045,"2016-11-17","Jan",2017,"369885_Jan_2017"
18,369885,2816,6.7,14.045,"2016-11-17","Jan",2017,"369885_Jan_2017"
10752,369885,2816,6.7,14.045,"2016-11-17","Jan",2017,"369885_Jan_2017"
10749,369885,2816,6.7,14.045,"2016-11-17","Jan",2017,"369885_Jan_2017"
53,369885,2816,6.7,14.045,"2016-11-17","Jan",2017,"369885_Jan_2017"
12,127380,7980,7,13.955,"2016-06-16","Jan",2017,"127380_Jan_2017"
16,127380,7980,7,13.955,"2016-06-16","Jan",2017,"127380_Jan_2017"
35,127380,7980,7,13.955,"2016-06-16","Jan",2017,"127380_Jan_2017"
10751,127380,7980,7,13.955,"2016-06-16","Jan",2017,"127380_Jan_2017"
28,388399,1365,6.9,13.849,"2016-12-12","Jan",2017,"388399_Jan_2017"
18,388399,1365,6.9,13.849,"2016-12-12","Jan",2017,"388399_Jan_2017"
80,388399,1365,6.9,13.849,"2016-12-12","Jan",2017,"388399_Jan_2017"
36,388399,1365,6.9,13.849,"2016-12-12","Jan",2017,"388399_Jan_2017"
18,302401,2466,7.1,13.776,"2016-09-15","Jan",2017,"302401_Jan_2017"
36,302401,2466,7.1,13.776,"2016-09-15","Jan",2017,"302401_Jan_2017"
80,302401,2466,7.1,13.776,"2016-09-15","Jan",2017,"302401_Jan_2017"
53,302401,2466,7.1,13.776,"2016-09-15","Jan",2017,"302401_Jan_2017"
28,343611,2865,5.6,13.73,"2016-10-19","Jan",2017,"343611_Jan_2017"
53,343611,2865,5.6,13.73,"2016-10-19","Jan",2017,"343611_Jan_2017"
18,333352,864,7.1,13.334,"2015-09-11","Jan",2017,"333352_Jan_2017"
53,333352,864,7.1,13.334,"2015-09-11","Jan",2017,"333352_Jan_2017"
10752,333352,864,7.1,13.334,"2015-09-11","Jan",2017,"333352_Jan_2017"
28,396535,2602,7.7,13.183,"2016-07-20","Jan",2017,"396535_Jan_2017"
27,396535,2602,7.7,13.183,"2016-07-20","Jan",2017,"396535_Jan_2017"
53,396535,2602,7.7,13.183,"2016-07-20","Jan",2017,"396535_Jan_2017"
18,274870,8016,6.9,13.069,"2016-12-21","Jan",2017,"274870_Jan_2017"
10749,274870,8016,6.9,13.069,"2016-12-21","Jan",2017,"274870_Jan_2017"
878,274870,8016,6.9,13.069,"2016-12-21","Jan",2017,"274870_Jan_2017"
28,121856,5091,5.4,12.757,"2016-12-21","Jan",2017,"121856_Jan_2017"
12,121856,5091,5.4,12.757,"2016-12-21","Jan",2017,"121856_Jan_2017"
878,121856,5091,5.4,12.757,"2016-12-21","Jan",2017,"121856_Jan_2017"
9648,207932,3930,5.9,12.737,"2016-10-13","Jan",2017,"207932_Jan_2017"
53,207932,3930,5.9,12.737,"2016-10-13","Jan",2017,"207932_Jan_2017"
18,207932,3930,5.9,12.737,"2016-10-13","Jan",2017,"207932_Jan_2017"
28,417644,671,6,12.732,"2017-01-16","Jan",2017,"417644_Jan_2017"
35,417644,671,6,12.732,"2017-01-16","Jan",2017,"417644_Jan_2017"
80,417644,671,6,12.732,"2017-01-16","Jan",2017,"417644_Jan_2017"
18,342737,519,7.4,12.719,"2016-12-28","Jan",2017,"342737_Jan_2017"
53,157353,3528,6,12.518,"2014-04-16","Jan",2017,"157353_Jan_2017"
878,157353,3528,6,12.518,"2014-04-16","Jan",2017,"157353_Jan_2017"
18,157353,3528,6,12.518,"2014-04-16","Jan",2017,"157353_Jan_2017"
9648,157353,3528,6,12.518,"2014-04-16","Jan",2017,"157353_Jan_2017"
18,345920,3330,7.2,12.308,"2016-12-06","Jan",2017,"345920_Jan_2017"
10749,345920,3330,7.2,12.308,"2016-12-06","Jan",2017,"345920_Jan_2017"
16,342473,1052,7.2,12.281,"2016-12-14","Jan",2017,"342473_Jan_2017"
12,342473,1052,7.2,12.281,"2016-12-14","Jan",2017,"342473_Jan_2017"
35,342473,1052,7.2,12.281,"2016-12-14","Jan",2017,"342473_Jan_2017"
10751,342473,1052,7.2,12.281,"2016-12-14","Jan",2017,"342473_Jan_2017"
27,23437,1437,5.5,12.025,"2010-04-30","Jan",2017,"23437_Jan_2017"
9648,23437,1437,5.5,12.025,"2010-04-30","Jan",2017,"23437_Jan_2017"
53,23437,1437,5.5,12.025,"2010-04-30","Jan",2017,"23437_Jan_2017"
35,381289,1531,7.2,11.989,"2017-01-19","Jan",2017,"381289_Jan_2017"
18,381289,1531,7.2,11.989,"2017-01-19","Jan",2017,"381289_Jan_2017"
10751,381289,1531,7.2,11.989,"2017-01-19","Jan",2017,"381289_Jan_2017"
14,381289,1531,7.2,11.989,"2017-01-19","Jan",2017,"381289_Jan_2017"
18,334541,3236,7.5,11.92,"2016-11-18","Jan",2017,"334541_Jan_2017"
18,284293,1964,7.5,11.845,"2014-12-05","Jan",2017,"284293_Jan_2017"
12,223702,4299,5.6,11.84,"2016-07-11","Jan",2017,"223702_Jan_2017"
16,223702,4299,5.6,11.84,"2016-07-11","Jan",2017,"223702_Jan_2017"
35,223702,4299,5.6,11.84,"2016-07-11","Jan",2017,"223702_Jan_2017"
14,223702,4299,5.6,11.84,"2016-07-11","Jan",2017,"223702_Jan_2017"
53,301365,2060,6.6,11.786,"2016-06-08","Jan",2017,"301365_Jan_2017"
27,301365,2060,6.6,11.786,"2016-06-08","Jan",2017,"301365_Jan_2017"
9648,301365,2060,6.6,11.786,"2016-06-08","Jan",2017,"301365_Jan_2017"
80,338766,2503,7.3,11.733,"2016-08-12","Jan",2017,"338766_Jan_2017"
18,338766,2503,7.3,11.733,"2016-08-12","Jan",2017,"338766_Jan_2017"
53,338766,2503,7.3,11.733,"2016-08-12","Jan",2017,"338766_Jan_2017"
37,338766,2503,7.3,11.733,"2016-08-12","Jan",2017,"338766_Jan_2017"
18,109689,639,6.7,11.727,"2012-06-22","Jan",2017,"109689_Jan_2017"
10749,109689,639,6.7,11.727,"2012-06-22","Jan",2017,"109689_Jan_2017"
12,267935,1951,6.2,11.691,"2016-06-01","Jan",2017,"267935_Jan_2017"
10751,267935,1951,6.2,11.691,"2016-06-01","Jan",2017,"267935_Jan_2017"
14,267935,1951,6.2,11.691,"2016-06-01","Jan",2017,"267935_Jan_2017"
35,157386,1841,6.6,11.442,"2013-08-02","Jan",2017,"157386_Jan_2017"
18,157386,1841,6.6,11.442,"2013-08-02","Jan",2017,"157386_Jan_2017"
10749,157386,1841,6.6,11.442,"2013-08-02","Jan",2017,"157386_Jan_2017"
18,301804,954,6.4,11.372,"2016-04-07","Jan",2017,"301804_Jan_2017"
14,301804,954,6.4,11.372,"2016-04-07","Jan",2017,"301804_Jan_2017"
27,301804,954,6.4,11.372,"2016-04-07","Jan",2017,"301804_Jan_2017"
53,301804,954,6.4,11.372,"2016-04-07","Jan",2017,"301804_Jan_2017"
18,397722,411,6.3,11.344,"2018-03-09","Jan",2017,"397722_Jan_2017"
53,397722,411,6.3,11.344,"2018-03-09","Jan",2017,"397722_Jan_2017"
18,68730,1589,7.1,11.295,"2016-12-22","Jan",2017,"68730_Jan_2017"
36,68730,1589,7.1,11.295,"2016-12-22","Jan",2017,"68730_Jan_2017"
10749,365942,1487,7.1,11.202,"2017-01-26","Jan",2017,"365942_Jan_2017"
12,365942,1487,7.1,11.202,"2017-01-26","Jan",2017,"365942_Jan_2017"
878,365942,1487,7.1,11.202,"2017-01-26","Jan",2017,"365942_Jan_2017"
18,365942,1487,7.1,11.202,"2017-01-26","Jan",2017,"365942_Jan_2017"
27,397243,1911,6.5,11.194,"2016-12-21","Jan",2017,"397243_Jan_2017"
9648,397243,1911,6.5,11.194,"2016-12-21","Jan",2017,"397243_Jan_2017"
80,180863,1771,7,11.004,"2017-01-27","Jan",2017,"180863_Jan_2017"
18,180863,1771,7,11.004,"2017-01-27","Jan",2017,"180863_Jan_2017"
35,356305,2547,6.2,10.967,"2016-12-22","Jan",2017,"356305_Jan_2017"
18,401104,2251,7.3,10.947,"2017-01-22","Jan",2017,"401104_Jan_2017"
35,376660,2285,7.2,10.938,"2016-11-18","Jan",2017,"376660_Jan_2017"
18,376660,2285,7.2,10.938,"2016-11-18","Jan",2017,"376660_Jan_2017"
16,41216,1247,6.6,10.906,"2010-07-10","Jan",2017,"41216_Jan_2017"
12,41216,1247,6.6,10.906,"2010-07-10","Jan",2017,"41216_Jan_2017"
10751,41216,1247,6.6,10.906,"2010-07-10","Jan",2017,"41216_Jan_2017"
14,41216,1247,6.6,10.906,"2010-07-10","Jan",2017,"41216_Jan_2017"
16,149871,677,8.1,10.824,"2013-11-23","Jan",2017,"149871_Jan_2017"
18,149871,677,8.1,10.824,"2013-11-23","Jan",2017,"149871_Jan_2017"
14,149871,677,8.1,10.824,"2013-11-23","Jan",2017,"149871_Jan_2017"
18,331583,522,6.4,10.816,"2016-03-25","Jan",2017,"331583_Jan_2017"
53,331583,522,6.4,10.816,"2016-03-25","Jan",2017,"331583_Jan_2017"
18,397837,2175,7,10.808,"2017-03-02","Jan",2017,"397837_Jan_2017"
9648,397837,2175,7,10.808,"2017-03-02","Jan",2017,"397837_Jan_2017"
53,397837,2175,7,10.808,"2017-03-02","Jan",2017,"397837_Jan_2017"
14,397837,2175,7,10.808,"2017-03-02","Jan",2017,"397837_Jan_2017"
28,324542,717,5.8,10.803,"2017-01-12","Jan",2017,"324542_Jan_2017"
80,324542,717,5.8,10.803,"2017-01-12","Jan",2017,"324542_Jan_2017"
53,324542,717,5.8,10.803,"2017-01-12","Jan",2017,"324542_Jan_2017"
9648,328387,4672,7.1,10.748,"2016-07-27","Jan",2017,"328387_Jan_2017"
12,328387,4672,7.1,10.748,"2016-07-27","Jan",2017,"328387_Jan_2017"
80,328387,4672,7.1,10.748,"2016-07-27","Jan",2017,"328387_Jan_2017"
27,335796,1443,6,10.709,"2016-10-20","Jan",2017,"335796_Jan_2017"
53,335796,1443,6,10.709,"2016-10-20","Jan",2017,"335796_Jan_2017"
27,55779,1725,6,10.659,"2011-08-12","Jan",2017,"55779_Jan_2017"
9648,55779,1725,6,10.659,"2011-08-12","Jan",2017,"55779_Jan_2017"
27,292280,697,5.1,10.629,"2017-01-12","Jan",2017,"292280_Jan_2017"
53,292280,697,5.1,10.629,"2017-01-12","Jan",2017,"292280_Jan_2017"
18,283552,857,7.1,10.623,"2016-09-02","Jan",2017,"283552_Jan_2017"
10749,283552,857,7.1,10.623,"2016-09-02","Jan",2017,"283552_Jan_2017"
18,340676,612,5.8,10.589,"2016-10-19","Jan",2017,"340676_Jan_2017"
9648,340676,612,5.8,10.589,"2016-10-19","Jan",2017,"340676_Jan_2017"
53,340676,612,5.8,10.589,"2016-10-19","Jan",2017,"340676_Jan_2017"
27,377264,859,5.7,10.476,"2016-09-01","Jan",2017,"377264_Jan_2017"
878,377264,859,5.7,10.476,"2016-09-01","Jan",2017,"377264_Jan_2017"
53,377264,859,5.7,10.476,"2016-09-01","Jan",2017,"377264_Jan_2017"
28,271969,1081,5.6,10.457,"2016-08-17","Jan",2017,"271969_Jan_2017"
12,271969,1081,5.6,10.457,"2016-08-17","Jan",2017,"271969_Jan_2017"
18,271969,1081,5.6,10.457,"2016-08-17","Jan",2017,"271969_Jan_2017"
53,290098,1247,8.3,10.393,"2016-06-01","Jan",2017,"290098_Jan_2017"
18,290098,1247,8.3,10.393,"2016-06-01","Jan",2017,"290098_Jan_2017"
10749,290098,1247,8.3,10.393,"2016-06-01","Jan",2017,"290098_Jan_2017"
18,340666,4271,7.4,10.305,"2016-11-04","Jan",2017,"340666_Jan_2017"
53,340666,4271,7.4,10.305,"2016-11-04","Jan",2017,"340666_Jan_2017"
18,376866,1437,6.4,10.234,"2016-12-02","Jan",2017,"376866_Jan_2017"
18,376290,927,7.5,10.201,"2016-11-25","Jan",2017,"376290_Jan_2017"
53,376290,927,7.5,10.201,"2016-11-25","Jan",2017,"376290_Jan_2017"
80,356296,719,7.4,10.16,"2015-10-14","Jan",2017,"356296_Jan_2017"
18,356296,719,7.4,10.16,"2015-10-14","Jan",2017,"356296_Jan_2017"
53,356296,719,7.4,10.16,"2015-10-14","Jan",2017,"356296_Jan_2017"
80,259695,765,6.2,10.109,"2016-12-25","Jan",2017,"259695_Jan_2017"
18,259695,765,6.2,10.109,"2016-12-25","Jan",2017,"259695_Jan_2017"
53,259695,765,6.2,10.109,"2016-12-25","Jan",2017,"259695_Jan_2017"
28,359412,277,5.7,10.092,"2016-07-01","Jan",2017,"359412_Jan_2017"
80,359412,277,5.7,10.092,"2016-07-01","Jan",2017,"359412_Jan_2017"
53,359412,277,5.7,10.092,"2016-07-01","Jan",2017,"359412_Jan_2017"
35,370755,754,7.1,10.071,"2016-11-17","Jan",2017,"370755_Jan_2017"
18,370755,754,7.1,10.071,"2016-11-17","Jan",2017,"370755_Jan_2017"
10749,370755,754,7.1,10.071,"2016-11-17","Jan",2017,"370755_Jan_2017"
35,416477,1324,7.4,10.025,"2017-06-23","Jan",2017,"416477_Jan_2017"
18,416477,1324,7.4,10.025,"2017-06-23","Jan",2017,"416477_Jan_2017"
10749,416477,1324,7.4,10.025,"2017-06-23","Jan",2017,"416477_Jan_2017"
27,294963,928,6.8,10.006,"2015-10-23","Jan",2017,"294963_Jan_2017"
37,294963,928,6.8,10.006,"2015-10-23","Jan",2017,"294963_Jan_2017"
18,393457,1498,6.8,9.983,"2016-12-16","Jan",2017,"393457_Jan_2017"
12,294272,1340,6.3,9.933,"2016-08-10","Jan",2017,"294272_Jan_2017"
10751,294272,1340,6.3,9.933,"2016-08-10","Jan",2017,"294272_Jan_2017"
14,294272,1340,6.3,9.933,"2016-08-10","Jan",2017,"294272_Jan_2017"
16,65759,770,5.9,9.913,"2011-11-17","Jan",2017,"65759_Jan_2017"
35,65759,770,5.9,9.913,"2011-11-17","Jan",2017,"65759_Jan_2017"
10751,65759,770,5.9,9.913,"2011-11-17","Jan",2017,"65759_Jan_2017"
53,351211,1115,5,9.905,"2016-09-15","Jan",2017,"351211_Jan_2017"
27,351211,1115,5,9.905,"2016-09-15","Jan",2017,"351211_Jan_2017"
18,428449,927,7,9.818,"2017-04-24","Jan",2017,"428449_Jan_2017"
14,428449,927,7,9.818,"2017-04-24","Jan",2017,"428449_Jan_2017"
10749,428449,927,7,9.818,"2017-04-24","Jan",2017,"428449_Jan_2017"
36,351339,521,7,9.769,"2016-08-12","Jan",2017,"351339_Jan_2017"
53,351339,521,7,9.769,"2016-08-12","Jan",2017,"351339_Jan_2017"
10752,351339,521,7,9.769,"2016-08-12","Jan",2017,"351339_Jan_2017"
35,381341,2533,7.9,9.721,"2016-02-11","Jan",2017,"381341_Jan_2017"
18,381341,2533,7.9,9.721,"2016-02-11","Jan",2017,"381341_Jan_2017"
80,291356,224,5.8,9.701,"2016-10-21","Jan",2017,"291356_Jan_2017"
53,291356,224,5.8,9.701,"2016-10-21","Jan",2017,"291356_Jan_2017"
37,291356,224,5.8,9.701,"2016-10-21","Jan",2017,"291356_Jan_2017"
28,291356,224,5.8,9.701,"2016-10-21","Jan",2017,"291356_Jan_2017"
12,334524,873,6.6,9.647,"2016-12-22","Jan",2017,"334524_Jan_2017"
18,334524,873,6.6,9.647,"2016-12-22","Jan",2017,"334524_Jan_2017"
53,334524,873,6.6,9.647,"2016-12-22","Jan",2017,"334524_Jan_2017"
28,213681,1100,5.7,9.482,"2016-09-29","Jan",2017,"213681_Jan_2017"
35,213681,1100,5.7,9.482,"2016-09-29","Jan",2017,"213681_Jan_2017"
80,213681,1100,5.7,9.482,"2016-09-29","Jan",2017,"213681_Jan_2017"
28,408220,405,6.9,9.435,"2017-01-24","Jan",2017,"408220_Jan_2017"
16,408220,405,6.9,9.435,"2017-01-24","Jan",2017,"408220_Jan_2017"
14,408220,405,6.9,9.435,"2017-01-24","Jan",2017,"408220_Jan_2017"
878,408220,405,6.9,9.435,"2017-01-24","Jan",2017,"408220_Jan_2017"
53,408220,405,6.9,9.435,"2017-01-24","Jan",2017,"408220_Jan_2017"
28,262841,428,5.9,9.349,"2016-12-26","Jan",2017,"262841_Jan_2017"
35,262841,428,5.9,9.349,"2016-12-26","Jan",2017,"262841_Jan_2017"
878,262841,428,5.9,9.349,"2016-12-26","Jan",2017,"262841_Jan_2017"
10749,434203,271,5.9,9.261,"2017-11-03","Jan",2017,"434203_Jan_2017"
18,434203,271,5.9,9.261,"2017-11-03","Jan",2017,"434203_Jan_2017"
35,374475,490,7.1,9.178,"2016-07-14","Jan",2017,"374475_Jan_2017"
18,374475,490,7.1,9.178,"2016-07-14","Jan",2017,"374475_Jan_2017"
28,340945,334,5.9,9.169,"2016-09-22","Jan",2017,"340945_Jan_2017"
10752,340945,334,5.9,9.169,"2016-09-22","Jan",2017,"340945_Jan_2017"
18,338189,910,7.3,9.158,"2016-08-26","Jan",2017,"338189_Jan_2017"
80,346685,3573,6.3,9.156,"2016-10-05","Jan",2017,"346685_Jan_2017"
18,346685,3573,6.3,9.156,"2016-10-05","Jan",2017,"346685_Jan_2017"
9648,346685,3573,6.3,9.156,"2016-10-05","Jan",2017,"346685_Jan_2017"
10749,346685,3573,6.3,9.156,"2016-10-05","Jan",2017,"346685_Jan_2017"
53,346685,3573,6.3,9.156,"2016-10-05","Jan",2017,"346685_Jan_2017"
35,411873,199,5.6,9.111,"2017-06-30","Jan",2017,"411873_Jan_2017"
18,432517,697,8.4,9.11,"2017-01-15","Jan",2017,"432517_Jan_2017"
9648,432517,697,8.4,9.11,"2017-01-15","Jan",2017,"432517_Jan_2017"
18,404378,509,7.5,9.091,"2016-11-04","Jan",2017,"404378_Jan_2017"
10751,404378,509,7.5,9.091,"2016-11-04","Jan",2017,"404378_Jan_2017"
35,404378,509,7.5,9.091,"2016-11-04","Jan",2017,"404378_Jan_2017"
35,270010,599,5.8,9.067,"2016-04-22","Jan",2017,"270010_Jan_2017"
18,270010,599,5.8,9.067,"2016-04-22","Jan",2017,"270010_Jan_2017"
18,332979,416,6.9,9.046,"2016-11-04","Jan",2017,"332979_Jan_2017"
9648,378018,524,5.8,9.003,"2017-01-15","Jan",2017,"378018_Jan_2017"
27,378018,524,5.8,9.003,"2017-01-15","Jan",2017,"378018_Jan_2017"
878,378018,524,5.8,9.003,"2017-01-15","Jan",2017,"378018_Jan_2017"
53,15356,358,6.6,8.996,"2007-07-19","Jan",2017,"15356_Jan_2017"
80,15356,358,6.6,8.996,"2007-07-19","Jan",2017,"15356_Jan_2017"
18,15356,358,6.6,8.996,"2007-07-19","Jan",2017,"15356_Jan_2017"
27,15356,358,6.6,8.996,"2007-07-19","Jan",2017,"15356_Jan_2017"
53,376453,103,6.3,8.914,"2016-07-29","Jan",2017,"376453_Jan_2017"
28,331313,1158,6,8.9,"2016-10-20","Jan",2017,"331313_Jan_2017"
35,331313,1158,6,8.9,"2016-10-20","Jan",2017,"331313_Jan_2017"
28,316152,797,6.6,8.814,"2016-06-24","Jan",2017,"316152_Jan_2017"
18,316152,797,6.6,8.814,"2016-06-24","Jan",2017,"316152_Jan_2017"
36,316152,797,6.6,8.814,"2016-06-24","Jan",2017,"316152_Jan_2017"
10752,316152,797,6.6,8.814,"2016-06-24","Jan",2017,"316152_Jan_2017"
18,339967,1028,6.1,8.789,"2016-06-30","Jan",2017,"339967_Jan_2017"
14,339967,1028,6.1,8.789,"2016-06-30","Jan",2017,"339967_Jan_2017"
878,339967,1028,6.1,8.789,"2016-06-30","Jan",2017,"339967_Jan_2017"
878,395814,218,6,8.716,"2017-09-08","Jan",2017,"395814_Jan_2017"
18,395814,218,6,8.716,"2017-09-08","Jan",2017,"395814_Jan_2017"
9648,395814,218,6,8.716,"2017-09-08","Jan",2017,"395814_Jan_2017"
18,374473,643,7.7,8.643,"2016-10-21","Jan",2017,"374473_Jan_2017"
35,426962,185,5.3,8.642,"2017-04-19","Jan",2017,"426962_Jan_2017"
