"V1","results.id","results.vote_count","results.vote_average","results.popularity","results.release_date","Month","Year","key"
53,377264,859,5.7,10.476,"2016-09-01","Apr",2017,"377264_Apr_2017"
878,430231,335,6.4,10.417,"2018-04-06","Apr",2017,"430231_Apr_2017"
27,430231,335,6.4,10.417,"2018-04-06","Apr",2017,"430231_Apr_2017"
53,430231,335,6.4,10.417,"2018-04-06","Apr",2017,"430231_Apr_2017"
53,290098,1247,8.3,10.393,"2016-06-01","Apr",2017,"290098_Apr_2017"
18,290098,1247,8.3,10.393,"2016-06-01","Apr",2017,"290098_Apr_2017"
10749,290098,1247,8.3,10.393,"2016-06-01","Apr",2017,"290098_Apr_2017"
18,376290,927,7.5,10.201,"2016-11-25","Apr",2017,"376290_Apr_2017"
53,376290,927,7.5,10.201,"2016-11-25","Apr",2017,"376290_Apr_2017"
80,259695,765,6.2,10.109,"2016-12-25","Apr",2017,"259695_Apr_2017"
18,259695,765,6.2,10.109,"2016-12-25","Apr",2017,"259695_Apr_2017"
53,259695,765,6.2,10.109,"2016-12-25","Apr",2017,"259695_Apr_2017"
35,370755,754,7.1,10.071,"2016-11-17","Apr",2017,"370755_Apr_2017"
18,370755,754,7.1,10.071,"2016-11-17","Apr",2017,"370755_Apr_2017"
10749,370755,754,7.1,10.071,"2016-11-17","Apr",2017,"370755_Apr_2017"
18,393457,1498,6.8,9.983,"2016-12-16","Apr",2017,"393457_Apr_2017"
18,289222,742,7.4,9.978,"2017-03-31","Apr",2017,"289222_Apr_2017"
36,289222,742,7.4,9.978,"2017-03-31","Apr",2017,"289222_Apr_2017"
27,14564,1812,4.9,9.965,"2017-02-01","Apr",2017,"14564_Apr_2017"
18,428449,927,7,9.818,"2017-04-24","Apr",2017,"428449_Apr_2017"
14,428449,927,7,9.818,"2017-04-24","Apr",2017,"428449_Apr_2017"
10749,428449,927,7,9.818,"2017-04-24","Apr",2017,"428449_Apr_2017"
35,381341,2533,7.9,9.721,"2016-02-11","Apr",2017,"381341_Apr_2017"
18,381341,2533,7.9,9.721,"2016-02-11","Apr",2017,"381341_Apr_2017"
27,340837,2098,6.2,9.707,"2017-02-15","Apr",2017,"340837_Apr_2017"
9648,340837,2098,6.2,9.707,"2017-02-15","Apr",2017,"340837_Apr_2017"
878,340837,2098,6.2,9.707,"2017-02-15","Apr",2017,"340837_Apr_2017"
53,340837,2098,6.2,9.707,"2017-02-15","Apr",2017,"340837_Apr_2017"
35,353569,613,6,9.689,"2017-03-03","Apr",2017,"353569_Apr_2017"
18,353569,613,6,9.689,"2017-03-03","Apr",2017,"353569_Apr_2017"
12,440642,143,7.2,9.68,"2017-04-09","Apr",2017,"440642_Apr_2017"
18,440642,143,7.2,9.68,"2017-04-09","Apr",2017,"440642_Apr_2017"
36,440642,143,7.2,9.68,"2017-04-09","Apr",2017,"440642_Apr_2017"
53,440642,143,7.2,9.68,"2017-04-09","Apr",2017,"440642_Apr_2017"
35,382511,546,5.5,9.659,"2016-09-28","Apr",2017,"382511_Apr_2017"
12,334524,873,6.6,9.647,"2016-12-22","Apr",2017,"334524_Apr_2017"
18,334524,873,6.6,9.647,"2016-12-22","Apr",2017,"334524_Apr_2017"
53,334524,873,6.6,9.647,"2016-12-22","Apr",2017,"334524_Apr_2017"
53,412105,1205,5.6,9.627,"2017-06-19","Apr",2017,"412105_Apr_2017"
10749,412105,1205,5.6,9.627,"2017-06-19","Apr",2017,"412105_Apr_2017"
18,412105,1205,5.6,9.627,"2017-06-19","Apr",2017,"412105_Apr_2017"
28,374205,156,7.3,9.606,"2016-07-23","Apr",2017,"374205_Apr_2017"
16,374205,156,7.3,9.606,"2016-07-23","Apr",2017,"374205_Apr_2017"
12,374205,156,7.3,9.606,"2016-07-23","Apr",2017,"374205_Apr_2017"
35,374205,156,7.3,9.606,"2016-07-23","Apr",2017,"374205_Apr_2017"
12,314095,1423,6.2,9.462,"2017-03-15","Apr",2017,"314095_Apr_2017"
18,314095,1423,6.2,9.462,"2017-03-15","Apr",2017,"314095_Apr_2017"
36,314095,1423,6.2,9.462,"2017-03-15","Apr",2017,"314095_Apr_2017"
18,345938,821,7.1,9.305,"2017-03-03","Apr",2017,"345938_Apr_2017"
14,345938,821,7.1,9.305,"2017-03-03","Apr",2017,"345938_Apr_2017"
80,353070,1359,6.6,9.256,"2017-04-06","Apr",2017,"353070_Apr_2017"
35,353070,1359,6.6,9.256,"2017-04-06","Apr",2017,"353070_Apr_2017"
35,374475,490,7.1,9.178,"2016-07-14","Apr",2017,"374475_Apr_2017"
18,374475,490,7.1,9.178,"2016-07-14","Apr",2017,"374475_Apr_2017"
28,340945,334,5.9,9.169,"2016-09-22","Apr",2017,"340945_Apr_2017"
10752,340945,334,5.9,9.169,"2016-09-22","Apr",2017,"340945_Apr_2017"
18,338189,910,7.3,9.158,"2016-08-26","Apr",2017,"338189_Apr_2017"
878,354282,234,5.2,9.137,"2016-02-17","Apr",2017,"354282_Apr_2017"
878,408647,258,7.2,9.088,"2017-03-22","Apr",2017,"408647_Apr_2017"
16,408647,258,7.2,9.088,"2017-03-22","Apr",2017,"408647_Apr_2017"
28,408647,258,7.2,9.088,"2017-03-22","Apr",2017,"408647_Apr_2017"
18,332979,416,6.9,9.046,"2016-11-04","Apr",2017,"332979_Apr_2017"
9648,378018,524,5.8,9.003,"2017-01-15","Apr",2017,"378018_Apr_2017"
27,378018,524,5.8,9.003,"2017-01-15","Apr",2017,"378018_Apr_2017"
878,378018,524,5.8,9.003,"2017-01-15","Apr",2017,"378018_Apr_2017"
28,342521,652,6,8.997,"2016-04-21","Apr",2017,"342521_Apr_2017"
35,342521,652,6,8.997,"2016-04-21","Apr",2017,"342521_Apr_2017"
35,384682,1217,5.6,8.98,"2016-11-25","Apr",2017,"384682_Apr_2017"
53,345009,748,6.5,8.912,"2016-10-06","Apr",2017,"345009_Apr_2017"
10752,345009,748,6.5,8.912,"2016-10-06","Apr",2017,"345009_Apr_2017"
18,340027,695,7.2,8.829,"2017-02-22","Apr",2017,"340027_Apr_2017"
18,339967,1028,6.1,8.789,"2016-06-30","Apr",2017,"339967_Apr_2017"
14,339967,1028,6.1,8.789,"2016-06-30","Apr",2017,"339967_Apr_2017"
878,339967,1028,6.1,8.789,"2016-06-30","Apr",2017,"339967_Apr_2017"
18,342472,105,6.5,8.771,"2017-04-07","Apr",2017,"342472_Apr_2017"
10749,342472,105,6.5,8.771,"2017-04-07","Apr",2017,"342472_Apr_2017"
36,354859,198,7.1,8.756,"2016-12-02","Apr",2017,"354859_Apr_2017"
10749,354859,198,7.1,8.756,"2016-12-02","Apr",2017,"354859_Apr_2017"
18,354859,198,7.1,8.756,"2016-12-02","Apr",2017,"354859_Apr_2017"
27,412766,84,5.4,8.746,"2016-09-27","Apr",2017,"412766_Apr_2017"
9648,412766,84,5.4,8.746,"2016-09-27","Apr",2017,"412766_Apr_2017"
53,412766,84,5.4,8.746,"2016-09-27","Apr",2017,"412766_Apr_2017"
10749,340101,213,6.8,8.703,"2017-04-06","Apr",2017,"340101_Apr_2017"
10752,340101,213,6.8,8.703,"2017-04-06","Apr",2017,"340101_Apr_2017"
35,340101,213,6.8,8.703,"2017-04-06","Apr",2017,"340101_Apr_2017"
18,340101,213,6.8,8.703,"2017-04-06","Apr",2017,"340101_Apr_2017"
18,374473,643,7.7,8.643,"2016-10-21","Apr",2017,"374473_Apr_2017"
35,426962,185,5.3,8.642,"2017-04-19","Apr",2017,"426962_Apr_2017"
28,413594,242,7.6,8.638,"2017-02-18","Apr",2017,"413594_Apr_2017"
12,413594,242,7.6,8.638,"2017-02-18","Apr",2017,"413594_Apr_2017"
14,413594,242,7.6,8.638,"2017-02-18","Apr",2017,"413594_Apr_2017"
10749,413594,242,7.6,8.638,"2017-02-18","Apr",2017,"413594_Apr_2017"
16,413594,242,7.6,8.638,"2017-02-18","Apr",2017,"413594_Apr_2017"
878,413594,242,7.6,8.638,"2017-02-18","Apr",2017,"413594_Apr_2017"
27,241258,319,5.2,8.498,"2016-12-01","Apr",2017,"241258_Apr_2017"
53,241258,319,5.2,8.498,"2016-12-01","Apr",2017,"241258_Apr_2017"
10749,291328,257,5.9,8.488,"2016-11-23","Apr",2017,"291328_Apr_2017"
35,291328,257,5.9,8.488,"2016-11-23","Apr",2017,"291328_Apr_2017"
18,291328,257,5.9,8.488,"2016-11-23","Apr",2017,"291328_Apr_2017"
18,410117,279,6.5,8.425,"2016-12-12","Apr",2017,"410117_Apr_2017"
53,411638,227,6.7,8.42,"2016-09-09","Apr",2017,"411638_Apr_2017"
28,291276,523,6.2,8.413,"2017-04-27","Apr",2017,"291276_Apr_2017"
53,291276,523,6.2,8.413,"2017-04-27","Apr",2017,"291276_Apr_2017"
12,371645,930,7.8,8.381,"2016-03-31","Apr",2017,"371645_Apr_2017"
35,371645,930,7.8,8.381,"2016-03-31","Apr",2017,"371645_Apr_2017"
18,371645,930,7.8,8.381,"2016-03-31","Apr",2017,"371645_Apr_2017"
35,390059,71,4.9,8.38,"2018-02-09","Apr",2017,"390059_Apr_2017"
10749,390059,71,4.9,8.38,"2018-02-09","Apr",2017,"390059_Apr_2017"
18,390059,71,4.9,8.38,"2018-02-09","Apr",2017,"390059_Apr_2017"
10749,21057,125,6.4,8.319,"1993-05-05","Apr",2017,"21057_Apr_2017"
16,21057,125,6.4,8.319,"1993-05-05","Apr",2017,"21057_Apr_2017"
18,21057,125,6.4,8.319,"1993-05-05","Apr",2017,"21057_Apr_2017"
10770,21057,125,6.4,8.319,"1993-05-05","Apr",2017,"21057_Apr_2017"
80,1073,471,7.1,8.317,"1999-03-19","Apr",2017,"1073_Apr_2017"
18,1073,471,7.1,8.317,"1999-03-19","Apr",2017,"1073_Apr_2017"
53,1073,471,7.1,8.317,"1999-03-19","Apr",2017,"1073_Apr_2017"
9648,1073,471,7.1,8.317,"1999-03-19","Apr",2017,"1073_Apr_2017"
18,287904,102,5.6,8.247,"2016-05-20","Apr",2017,"287904_Apr_2017"
18,402298,355,6.7,8.126,"2016-09-30","Apr",2017,"402298_Apr_2017"
36,402298,355,6.7,8.126,"2016-09-30","Apr",2017,"402298_Apr_2017"
10751,382598,300,5.9,8.115,"2016-11-11","Apr",2017,"382598_Apr_2017"
35,382598,300,5.9,8.115,"2016-11-11","Apr",2017,"382598_Apr_2017"
18,393519,1480,7,8.099,"2016-11-11","Apr",2017,"393519_Apr_2017"
27,393519,1480,7,8.099,"2016-11-11","Apr",2017,"393519_Apr_2017"
9648,393519,1480,7,8.099,"2016-11-11","Apr",2017,"393519_Apr_2017"
35,339397,1554,6.4,8.093,"2016-05-11","Apr",2017,"339397_Apr_2017"
18,339397,1554,6.4,8.093,"2016-05-11","Apr",2017,"339397_Apr_2017"
10749,339397,1554,6.4,8.093,"2016-05-11","Apr",2017,"339397_Apr_2017"
27,420648,660,6.2,8.068,"2017-02-15","Apr",2017,"420648_Apr_2017"
53,420648,660,6.2,8.068,"2017-02-15","Apr",2017,"420648_Apr_2017"
35,420648,660,6.2,8.068,"2017-02-15","Apr",2017,"420648_Apr_2017"
35,374416,1248,6.8,8.067,"2016-01-01","Apr",2017,"374416_Apr_2017"
12,333667,127,5.7,8.053,"2016-07-08","Apr",2017,"333667_Apr_2017"
16,333667,127,5.7,8.053,"2016-07-08","Apr",2017,"333667_Apr_2017"
35,333667,127,5.7,8.053,"2016-07-08","Apr",2017,"333667_Apr_2017"
10751,333667,127,5.7,8.053,"2016-07-08","Apr",2017,"333667_Apr_2017"
10402,333667,127,5.7,8.053,"2016-07-08","Apr",2017,"333667_Apr_2017"
18,833,219,8.2,8.008,"1952-01-20","Apr",2017,"833_Apr_2017"
18,418437,317,5.5,8.003,"2017-03-06","Apr",2017,"418437_Apr_2017"
53,418437,317,5.5,8.003,"2017-03-06","Apr",2017,"418437_Apr_2017"
35,371865,129,5.5,7.946,"2016-05-13","Apr",2017,"371865_Apr_2017"
28,333663,212,5.7,7.941,"2016-10-07","Apr",2017,"333663_Apr_2017"
35,333663,212,5.7,7.941,"2016-10-07","Apr",2017,"333663_Apr_2017"
9648,333663,212,5.7,7.941,"2016-10-07","Apr",2017,"333663_Apr_2017"
18,329981,384,5.2,7.939,"2016-11-11","Apr",2017,"329981_Apr_2017"
53,329981,384,5.2,7.939,"2016-11-11","Apr",2017,"329981_Apr_2017"
28,382597,551,5.9,7.874,"2017-02-01","Apr",2017,"382597_Apr_2017"
35,382597,551,5.9,7.874,"2017-02-01","Apr",2017,"382597_Apr_2017"
10749,438347,251,6.1,7.873,"2017-04-26","Apr",2017,"438347_Apr_2017"
35,438347,251,6.1,7.873,"2017-04-26","Apr",2017,"438347_Apr_2017"
28,403605,177,6.4,7.87,"2016-09-24","Apr",2017,"403605_Apr_2017"
53,403605,177,6.4,7.87,"2016-09-24","Apr",2017,"403605_Apr_2017"
18,436343,233,7.3,7.822,"2017-03-02","Apr",2017,"436343_Apr_2017"
10749,436343,233,7.3,7.822,"2017-03-02","Apr",2017,"436343_Apr_2017"
18,390054,359,6.4,7.818,"2017-04-21","Apr",2017,"390054_Apr_2017"
10752,390054,359,6.4,7.818,"2017-04-21","Apr",2017,"390054_Apr_2017"
35,398929,1024,6.6,7.711,"2017-02-15","Apr",2017,"398929_Apr_2017"
18,377273,211,7.4,7.707,"2016-09-01","Apr",2017,"377273_Apr_2017"
28,435366,76,7.5,7.64,"2017-02-09","Apr",2017,"435366_Apr_2017"
9648,394830,215,5.4,7.613,"2017-04-27","Apr",2017,"394830_Apr_2017"
27,394830,215,5.4,7.613,"2017-04-27","Apr",2017,"394830_Apr_2017"
53,394830,215,5.4,7.613,"2017-04-27","Apr",2017,"394830_Apr_2017"
10749,274109,242,7.5,7.413,"2015-12-25","Apr",2017,"274109_Apr_2017"
18,274109,242,7.5,7.413,"2015-12-25","Apr",2017,"274109_Apr_2017"
12,274109,242,7.5,7.413,"2015-12-25","Apr",2017,"274109_Apr_2017"
27,420707,148,4.4,7.412,"2017-08-11","Apr",2017,"420707_Apr_2017"
18,420707,148,4.4,7.412,"2017-08-11","Apr",2017,"420707_Apr_2017"
53,420707,148,4.4,7.412,"2017-08-11","Apr",2017,"420707_Apr_2017"
9648,420707,148,4.4,7.412,"2017-08-11","Apr",2017,"420707_Apr_2017"
18,409297,195,6.1,7.388,"2016-10-14","Apr",2017,"409297_Apr_2017"
27,409297,195,6.1,7.388,"2016-10-14","Apr",2017,"409297_Apr_2017"
18,393717,137,6.2,7.379,"2016-05-04","Apr",2017,"393717_Apr_2017"
80,393717,137,6.2,7.379,"2016-05-04","Apr",2017,"393717_Apr_2017"
53,393717,137,6.2,7.379,"2016-05-04","Apr",2017,"393717_Apr_2017"
18,339408,330,6.6,7.355,"2016-09-09","Apr",2017,"339408_Apr_2017"
35,396810,193,6.6,7.337,"2017-03-03","Apr",2017,"396810_Apr_2017"
18,396810,193,6.6,7.337,"2017-03-03","Apr",2017,"396810_Apr_2017"
18,9075,501,7.4,7.327,"2006-09-01","Apr",2017,"9075_Apr_2017"
53,9075,501,7.4,7.327,"2006-09-01","Apr",2017,"9075_Apr_2017"
10752,9075,501,7.4,7.327,"2006-09-01","Apr",2017,"9075_Apr_2017"
18,413992,120,6,7.305,"2017-11-17","Apr",2017,"413992_Apr_2017"
53,413992,120,6,7.305,"2017-11-17","Apr",2017,"413992_Apr_2017"
9648,367147,116,6.3,7.304,"2017-04-28","Apr",2017,"367147_Apr_2017"
18,367147,116,6.3,7.304,"2017-04-28","Apr",2017,"367147_Apr_2017"
12,438747,116,6.5,7.299,"2017-03-10","Apr",2017,"438747_Apr_2017"
16,438747,116,6.5,7.299,"2017-03-10","Apr",2017,"438747_Apr_2017"
35,438747,116,6.5,7.299,"2017-03-10","Apr",2017,"438747_Apr_2017"
10751,438747,116,6.5,7.299,"2017-03-10","Apr",2017,"438747_Apr_2017"
14,438747,116,6.5,7.299,"2017-03-10","Apr",2017,"438747_Apr_2017"
10770,438747,116,6.5,7.299,"2017-03-10","Apr",2017,"438747_Apr_2017"
18,330947,481,5.3,7.268,"2017-03-17","Apr",2017,"330947_Apr_2017"
10402,330947,481,5.3,7.268,"2017-03-17","Apr",2017,"330947_Apr_2017"
10749,330947,481,5.3,7.268,"2017-03-17","Apr",2017,"330947_Apr_2017"
18,334538,348,5.8,7.222,"2016-06-03","Apr",2017,"334538_Apr_2017"
878,334538,348,5.8,7.222,"2016-06-03","Apr",2017,"334538_Apr_2017"
53,318781,1119,7.4,7.196,"2016-02-18","Apr",2017,"318781_Apr_2017"
18,318781,1119,7.4,7.196,"2016-02-18","Apr",2017,"318781_Apr_2017"
10749,318781,1119,7.4,7.196,"2016-02-18","Apr",2017,"318781_Apr_2017"
36,318781,1119,7.4,7.196,"2016-02-18","Apr",2017,"318781_Apr_2017"
9648,318781,1119,7.4,7.196,"2016-02-18","Apr",2017,"318781_Apr_2017"
18,354979,154,5,7.168,"2016-11-04","Apr",2017,"354979_Apr_2017"
80,354979,154,5,7.168,"2016-11-04","Apr",2017,"354979_Apr_2017"
53,354979,154,5,7.168,"2016-11-04","Apr",2017,"354979_Apr_2017"
18,412202,354,7.1,7.165,"2017-02-15","Apr",2017,"412202_Apr_2017"
14,294795,259,6.4,7.131,"2016-09-01","Apr",2017,"294795_Apr_2017"
9648,294795,259,6.4,7.131,"2016-09-01","Apr",2017,"294795_Apr_2017"
53,294795,259,6.4,7.131,"2016-09-01","Apr",2017,"294795_Apr_2017"
18,294795,259,6.4,7.131,"2016-09-01","Apr",2017,"294795_Apr_2017"
35,356298,241,6.4,7.13,"2016-07-22","Apr",2017,"356298_Apr_2017"
18,356298,241,6.4,7.13,"2016-07-22","Apr",2017,"356298_Apr_2017"
99,411019,199,8.1,7.125,"2017-02-03","Apr",2017,"411019_Apr_2017"
28,279096,143,5.6,7.113,"2016-01-27","Apr",2017,"279096_Apr_2017"
35,279096,143,5.6,7.113,"2016-01-27","Apr",2017,"279096_Apr_2017"
878,279096,143,5.6,7.113,"2016-01-27","Apr",2017,"279096_Apr_2017"
35,419700,227,5.2,7.11,"2017-04-14","Apr",2017,"419700_Apr_2017"
99,410718,393,7.9,7.075,"2016-10-21","Apr",2017,"410718_Apr_2017"
10770,410718,393,7.9,7.075,"2016-10-21","Apr",2017,"410718_Apr_2017"
18,376166,171,6.6,7.07,"2016-10-19","Apr",2017,"376166_Apr_2017"
10749,376166,171,6.6,7.07,"2016-10-19","Apr",2017,"376166_Apr_2017"
18,375366,994,6.4,7.036,"2016-09-23","Apr",2017,"375366_Apr_2017"
27,375366,994,6.4,7.036,"2016-09-23","Apr",2017,"375366_Apr_2017"
53,375366,994,6.4,7.036,"2016-09-23","Apr",2017,"375366_Apr_2017"
878,375366,994,6.4,7.036,"2016-09-23","Apr",2017,"375366_Apr_2017"
28,262982,82,6.1,7.03,"2016-12-16","Apr",2017,"262982_Apr_2017"
18,262982,82,6.1,7.03,"2016-12-16","Apr",2017,"262982_Apr_2017"
53,262982,82,6.1,7.03,"2016-12-16","Apr",2017,"262982_Apr_2017"
28,404584,90,4.9,7.018,"2017-03-24","Apr",2017,"404584_Apr_2017"
27,404584,90,4.9,7.018,"2017-03-24","Apr",2017,"404584_Apr_2017"
18,335578,690,7.8,7.017,"2015-12-03","Apr",2017,"335578_Apr_2017"
36,335578,690,7.8,7.017,"2015-12-03","Apr",2017,"335578_Apr_2017"
10752,335578,690,7.8,7.017,"2015-12-03","Apr",2017,"335578_Apr_2017"
12,233639,123,7.3,7.008,"2013-03-21","Apr",2017,"233639_Apr_2017"
10751,233639,123,7.3,7.008,"2013-03-21","Apr",2017,"233639_Apr_2017"
18,399790,152,6.1,7.006,"2017-05-25","Apr",2017,"399790_Apr_2017"
53,399790,152,6.1,7.006,"2017-05-25","Apr",2017,"399790_Apr_2017"
10752,399790,152,6.1,7.006,"2017-05-25","Apr",2017,"399790_Apr_2017"
18,421471,102,6.4,6.99,"2018-03-16","Apr",2017,"421471_Apr_2017"
35,421471,102,6.4,6.99,"2018-03-16","Apr",2017,"421471_Apr_2017"
27,333357,91,5.6,6.983,"2017-04-27","Apr",2017,"333357_Apr_2017"
14,333357,91,5.6,6.983,"2017-04-27","Apr",2017,"333357_Apr_2017"
18,333357,91,5.6,6.983,"2017-04-27","Apr",2017,"333357_Apr_2017"
9648,333357,91,5.6,6.983,"2017-04-27","Apr",2017,"333357_Apr_2017"
99,101267,151,6.8,6.966,"2012-06-28","Apr",2017,"101267_Apr_2017"
10402,101267,151,6.8,6.966,"2012-06-28","Apr",2017,"101267_Apr_2017"
18,393764,282,6.8,6.941,"2016-06-08","Apr",2017,"393764_Apr_2017"
35,393764,282,6.8,6.941,"2016-06-08","Apr",2017,"393764_Apr_2017"
53,241251,1397,4.5,6.934,"2015-01-23","Apr",2017,"241251_Apr_2017"
18,317557,229,7.1,6.896,"2016-09-23","Apr",2017,"317557_Apr_2017"
28,286567,390,5.2,6.875,"2016-10-14","Apr",2017,"286567_Apr_2017"
12,286567,390,5.2,6.875,"2016-10-14","Apr",2017,"286567_Apr_2017"
878,286567,390,5.2,6.875,"2016-10-14","Apr",2017,"286567_Apr_2017"
27,381034,237,6.2,6.845,"2016-08-26","Apr",2017,"381034_Apr_2017"
53,381034,237,6.2,6.845,"2016-08-26","Apr",2017,"381034_Apr_2017"
53,334522,197,6.5,6.802,"2016-02-15","Apr",2017,"334522_Apr_2017"
10752,334522,197,6.5,6.802,"2016-02-15","Apr",2017,"334522_Apr_2017"
18,334522,197,6.5,6.802,"2016-02-15","Apr",2017,"334522_Apr_2017"
35,103332,922,7.1,6.789,"2012-07-25","Apr",2017,"103332_Apr_2017"
10749,103332,922,7.1,6.789,"2012-07-25","Apr",2017,"103332_Apr_2017"
14,103332,922,7.1,6.789,"2012-07-25","Apr",2017,"103332_Apr_2017"
18,103332,922,7.1,6.789,"2012-07-25","Apr",2017,"103332_Apr_2017"
9648,425942,95,6.2,6.788,"2017-01-19","Apr",2017,"425942_Apr_2017"
18,425942,95,6.2,6.788,"2017-01-19","Apr",2017,"425942_Apr_2017"
80,425942,95,6.2,6.788,"2017-01-19","Apr",2017,"425942_Apr_2017"
53,425942,95,6.2,6.788,"2017-01-19","Apr",2017,"425942_Apr_2017"
18,368942,89,6.3,6.774,"2016-10-07","Apr",2017,"368942_Apr_2017"
35,346681,198,5.8,6.772,"2017-03-24","Apr",2017,"346681_Apr_2017"
28,350312,257,7,6.762,"2017-04-27","Apr",2017,"350312_Apr_2017"
18,350312,257,7,6.762,"2017-04-27","Apr",2017,"350312_Apr_2017"
28,360249,114,5.6,6.754,"2016-02-12","Apr",2017,"360249_Apr_2017"
12,360249,114,5.6,6.754,"2016-02-12","Apr",2017,"360249_Apr_2017"
18,360249,114,5.6,6.754,"2016-02-12","Apr",2017,"360249_Apr_2017"
36,360249,114,5.6,6.754,"2016-02-12","Apr",2017,"360249_Apr_2017"
18,439552,93,6.2,6.751,"2017-04-24","Apr",2017,"439552_Apr_2017"
28,426284,201,6.5,6.751,"2017-04-29","Apr",2017,"426284_Apr_2017"
18,426284,201,6.5,6.751,"2017-04-29","Apr",2017,"426284_Apr_2017"
10749,430161,95,7.1,6.728,"2016-12-16","Apr",2017,"430161_Apr_2017"
18,430161,95,7.1,6.728,"2016-12-16","Apr",2017,"430161_Apr_2017"
18,256569,181,5.9,6.726,"2016-10-14","Apr",2017,"256569_Apr_2017"
80,256569,181,5.9,6.726,"2016-10-14","Apr",2017,"256569_Apr_2017"
10749,434273,123,5.9,6.719,"2017-04-12","Apr",2017,"434273_Apr_2017"
18,434273,123,5.9,6.719,"2017-04-12","Apr",2017,"434273_Apr_2017"
35,434273,123,5.9,6.719,"2017-04-12","Apr",2017,"434273_Apr_2017"
18,424998,120,6.8,6.716,"2017-04-07","Apr",2017,"424998_Apr_2017"
35,306943,349,6.3,6.672,"2017-04-14","Apr",2017,"306943_Apr_2017"
14,370687,46,6.2,6.628,"2015-12-19","Apr",2017,"370687_Apr_2017"
28,370687,46,6.2,6.628,"2015-12-19","Apr",2017,"370687_Apr_2017"
12,370687,46,6.2,6.628,"2015-12-19","Apr",2017,"370687_Apr_2017"
35,82650,452,6.2,6.594,"2012-08-02","Apr",2017,"82650_Apr_2017"
10751,82650,452,6.2,6.594,"2012-08-02","Apr",2017,"82650_Apr_2017"
18,437311,129,5.8,6.578,"2017-04-07","Apr",2017,"437311_Apr_2017"
878,437311,129,5.8,6.578,"2017-04-07","Apr",2017,"437311_Apr_2017"
10749,437311,129,5.8,6.578,"2017-04-07","Apr",2017,"437311_Apr_2017"
53,257440,138,5.9,6.575,"2016-04-29","Apr",2017,"257440_Apr_2017"
80,257440,138,5.9,6.575,"2016-04-29","Apr",2017,"257440_Apr_2017"
35,439152,115,5.6,6.558,"2017-03-29","Apr",2017,"439152_Apr_2017"
16,295693,4381,6.4,6.555,"2017-03-23","Apr",2017,"295693_Apr_2017"
35,295693,4381,6.4,6.555,"2017-03-23","Apr",2017,"295693_Apr_2017"
10751,295693,4381,6.4,6.555,"2017-03-23","Apr",2017,"295693_Apr_2017"
36,369698,78,5.1,6.554,"2016-12-29","Apr",2017,"369698_Apr_2017"
28,369698,78,5.1,6.554,"2016-12-29","Apr",2017,"369698_Apr_2017"
18,369698,78,5.1,6.554,"2016-12-29","Apr",2017,"369698_Apr_2017"
35,369697,96,5.5,6.553,"2017-04-14","Apr",2017,"369697_Apr_2017"
53,369697,96,5.5,6.553,"2017-04-14","Apr",2017,"369697_Apr_2017"
18,369697,96,5.5,6.553,"2017-04-14","Apr",2017,"369697_Apr_2017"
9648,354285,85,6.1,6.525,"2017-03-10","Apr",2017,"354285_Apr_2017"
18,354285,85,6.1,6.525,"2017-03-10","Apr",2017,"354285_Apr_2017"
18,336011,227,5.6,6.511,"2016-09-02","Apr",2017,"336011_Apr_2017"
18,374465,135,6.6,6.504,"2016-04-06","Apr",2017,"374465_Apr_2017"
9648,363126,351,6.1,6.477,"2017-04-20","Apr",2017,"363126_Apr_2017"
53,363126,351,6.1,6.477,"2017-04-20","Apr",2017,"363126_Apr_2017"
18,363126,351,6.1,6.477,"2017-04-20","Apr",2017,"363126_Apr_2017"
36,361777,133,6.7,6.473,"2016-09-23","Apr",2017,"361777_Apr_2017"
53,361777,133,6.7,6.473,"2016-09-23","Apr",2017,"361777_Apr_2017"
80,359156,474,7.9,6.469,"2015-09-08","Apr",2017,"359156_Apr_2017"
18,359156,474,7.9,6.469,"2015-09-08","Apr",2017,"359156_Apr_2017"
18,301372,236,5.5,6.469,"2017-04-28","Apr",2017,"301372_Apr_2017"
9648,301372,236,5.5,6.469,"2017-04-28","Apr",2017,"301372_Apr_2017"
10749,301372,236,5.5,6.469,"2017-04-28","Apr",2017,"301372_Apr_2017"
35,412209,111,6.1,6.464,"2016-09-10","Apr",2017,"412209_Apr_2017"
10749,412209,111,6.1,6.464,"2016-09-10","Apr",2017,"412209_Apr_2017"
35,430365,276,5.2,6.459,"2017-04-05","Apr",2017,"430365_Apr_2017"
27,443319,134,5.6,6.45,"2017-04-21","Apr",2017,"443319_Apr_2017"
9648,443319,134,5.6,6.45,"2017-04-21","Apr",2017,"443319_Apr_2017"
878,443319,134,5.6,6.45,"2017-04-21","Apr",2017,"443319_Apr_2017"
28,340442,132,6,6.448,"2017-08-11","Apr",2017,"340442_Apr_2017"
12,340442,132,6,6.448,"2017-08-11","Apr",2017,"340442_Apr_2017"
18,340442,132,6,6.448,"2017-08-11","Apr",2017,"340442_Apr_2017"
35,430528,211,5.3,6.442,"2017-02-22","Apr",2017,"430528_Apr_2017"
18,375315,400,7.3,6.406,"2016-06-24","Apr",2017,"375315_Apr_2017"
53,375315,400,7.3,6.406,"2016-06-24","Apr",2017,"375315_Apr_2017"
